node_id,observed_label,degree,is_poisoned,score_structure,score_input_spectrum,score_model_js,score_spectral_relation,score_transfer,score_combined,moment_0,moment_1,moment_2,moment_3,input_band_0,input_band_1,input_band_2,input_band_3,model_js_layer_1,model_js_layer_2,spectral_relation_layer_1,spectral_relation_layer_2,delta_gain_l1_b0,delta_gain_l1_b1,delta_gain_l1_b2,delta_gain_l1_b3,delta_gain_l2_b0,delta_gain_l2_b1,delta_gain_l2_b2,delta_gain_l2_b3
10,0,2,0,1.9882419109344482,2.0918240547180176,0.5486415475606918,0.4091491745146265,2.2494802474975586,0.7461126183801285,1.55048,2.6928704,4.7724004,8.514315,0.56037074,0.059543777,0.057722192,0.3223633,0.0020988805,0.0042466316,0.0027329849544912577,0.011645996011793613,1.8580356,2.9350767,1.6394186,2.4338036,4.327269,5.600602,4.394267,2.4588318
11,0,2,0,0.5018823593854904,0.518427386879921,4.350435972213745,0.8914381028685476,1.5610970854759216,1.9718419734416652,1.2264746,1.5665756,2.112794,2.9678478,0.39011592,0.22856502,0.2401181,0.14120102,0.008943338,0.014361622,0.0010144590632990003,0.006280453875660896,1.5684495,3.323926,1.8808298,1.5339622,4.4032965,6.2162423,3.4376526,2.944148
12,4,4,0,1.9072800278663635,1.6153379082679749,0.5940727293491364,1.1627494012956143,4.338616132736206,1.3500911692958433,1.5990524,2.3289497,3.4121902,5.0235124,0.73633987,0.02516751,0.12102114,0.117471546,0.0003430485,0.00094621634,0.0017024412518367171,0.0026063600089401007,1.8248701,2.5272465,2.4882393,2.4231758,5.237176,3.46375,3.4547958,3.4557972
13,0,5,1,2.0280137062072754,0.6881381273269653,0.2614418566226959,0.4326308522613283,1.7739527821540833,0.6973311789695404,1.1110712,1.3608513,1.6767745,2.0772514,0.9552476,0.038817853,0.0047541116,0.0011805034,0.00047814136,0.0014941394,0.0010026030940935016,0.012876608408987522,1.232758,1.6014428,0.07427311,1.0589199,4.9276867,4.756376,4.139853,2.8450198
14,3,5,0,0.8228644728660583,1.2831977009773254,1.466621920466423,1.652227176025007,1.9930193424224854,0.7335719127978939,1.1481302,1.4112839,1.8177462,2.416137,0.42075434,0.2279498,0.22566548,0.12563042,0.0010655181,0.0007702076,0.0018683935049921274,0.0037139421328902245,1.4249492,0.30421257,1.9164686,1.9978476,4.0307593,5.402419,3.164401,2.947256
15,3,4,0,0.8084138035774231,2.183578670024872,0.4860972538590431,0.17034304525085345,1.4966309666633606,0.7445520283813243,1.2468923,1.4754033,1.8020266,2.2613804,0.6711097,0.19064099,0.10845939,0.029789915,0.0005371626,0.0009359647,0.000550075201317668,0.00411376915872097,1.3767791,1.939537,2.0224495,1.811019,3.9108367,3.4298353,2.731845,3.0096378
16,2,4,0,0.7531674802303314,0.8475778102874756,0.7953333258628845,4.652229978465055,2.1799057722091675,0.35159094330714036,1.325749,1.872892,2.83439,4.477203,0.4462846,0.18159977,0.15332527,0.21879034,0.00059758103,3.467341e-05,0.0004561344685498625,0.016514845192432404,0.88907623,1.1141357,0.8803873,2.299531,4.0749116,4.005327,4.28726,4.5525723
17,3,5,0,0.4396198093891144,1.1830846071243286,0.5608023405075073,0.11375647190564239,1.457826018333435,0.5562948587970602,1.178691,1.5601858,2.1989572,3.2477725,0.65843517,0.117941536,0.09775902,0.12586422,0.00026796243,0.00011410985,0.0005985180614516139,0.003767048241570592,1.4476447,0.7444334,0.7015524,2.0946102,4.130657,4.978175,3.6079054,3.543602
18,0,8,1,0.5080178529024124,0.5786781013011932,0.8403628170490265,0.003360353898195161,0.9371513426303864,0.6350596318139715,1.1774737,1.6307768,2.3590212,3.5056894,0.9412556,0.025336523,0.012941491,0.020466318,0.0002312306,0.0025502113,0.000631913950201124,0.009343767538666725,1.2531931,1.6341677,1.0382028,1.286315,5.072301,5.1922135,3.5194416,2.9722748
19,3,1,0,0.25949834287166595,1.3372768014669418,2.18802672624588,0.343389690555689,1.7530142068862915,0.8396001995831934,1.4486817,2.4142177,4.1128407,7.043007,0.45950866,0.1176915,0.09100573,0.33179417,0.0016323251,0.0007824275,4.3958840251434594e-05,0.0028733396902680397,1.7096119,2.1393175,1.8082409,0.9724598,4.0698786,4.255058,3.839971,3.378045
20,5,5,0,1.9899699091911316,1.3816472589969635,1.1076416373252869,0.536437277175135,2.573500156402588,0.9657327828377678,0.92286545,1.2607495,1.844892,2.7746065,0.34718373,0.46746814,0.082636386,0.10271177,0.0054445714,0.004060821,0.0,0.00924483872950077,0.8530097,1.6815557,1.1137171,0.79760265,4.0145926,5.740558,3.8132896,4.402976
21,3,2,0,0.6153031885623932,1.5044864416122437,6.61692214012146,0.2567500830165429,1.3894960284233093,1.710024798315093,1.2099448,1.9632015,3.3007061,5.6250434,0.5148731,0.08282628,0.064145416,0.33815515,0.0020063098,0.005384355,0.00026478327345103025,0.0015851842472329736,1.4536686,2.0382042,1.3785982,0.78916645,3.9801478,5.026368,4.598954,2.2646742
22,4,5,0,0.46697551012039185,0.8235113024711609,0.36693189665675163,0.3576494316059413,2.1696771383285522,0.5630797275325821,1.20759,1.5302118,2.0333364,2.7970402,0.46394303,0.21166624,0.22488618,0.09950456,0.00014218487,0.0027086912,0.0007867607055231929,0.003990829456597567,1.5199962,1.4733181,0.7906275,1.3621197,4.1839824,4.2654133,1.5079556,2.114007
23,0,4,1,0.0,0.6954615116119385,0.6301287412643433,0.40596560694524,1.3330444693565369,0.3688182729992533,1.3506716,1.8841809,2.675725,3.8554046,0.9942233,0.0025437444,0.0012792441,0.0019536004,3.1030562e-05,0.00025440977,0.0006543337367475033,0.009625888429582119,1.2576749,1.6489763,1.0885439,1.2887449,4.924632,5.263787,2.925993,3.4140043
24,3,7,0,1.1611879467964172,1.5030481815338135,0.16657304763793945,0.7670239293720662,2.158387780189514,0.7104868446586503,1.0703769,1.2739656,1.5512825,1.9137107,0.6211256,0.14790046,0.16112463,0.06984936,0.00016743632,0.0009991365,0.0006046223570592701,0.005698065739125013,1.2446961,1.2728453,1.264883,1.8132391,4.0720444,3.566113,3.7932825,2.7838316
25,3,4,0,0.1483730487525463,0.44104433059692383,1.6577615439891815,0.7376263887910428,2.123972475528717,0.7534218563947996,1.2314073,1.693471,2.4683485,3.7266712,0.49725467,0.18437706,0.15750803,0.1608603,0.0001474694,0.0033002323,0.00031984562519937754,0.002242445480078459,1.3995891,1.4827042,1.0170879,0.6983385,4.021921,5.1190615,1.975359,1.6837797
26,6,5,0,0.8077283203601837,1.2497226297855377,0.8205230236053467,0.5568332491273801,0.7877930998802185,0.4162906975401325,1.1421402,1.436037,1.8278772,2.3505967,0.6812806,0.0717667,0.17763565,0.069317065,2.7435053e-05,6.892636e-05,0.0006582135101780295,0.0025763418525457382,1.8148232,2.1495905,1.4883499,1.3893394,4.3552237,4.3834867,3.1963406,3.2038355
27,3,4,0,0.4334808960556984,0.7108381986618042,1.2000497374683619,0.7650962129080968,2.1579710245132446,0.4134082225989638,1.3848985,1.8534341,2.5563328,3.606551,0.55188954,0.12702984,0.20176326,0.119317375,0.00025638758,0.002862719,0.00027555940323509276,0.004886235110461712,1.2725558,1.692915,0.55764675,1.4527483,3.979844,4.773487,3.354701,1.809968
28,2,1,0,0.20478098839521408,0.17306973040103912,0.3389635905623436,0.6723829066056484,1.6628697514533997,0.7725846157934575,1.100526,1.5113746,2.2099535,3.3364856,0.35331655,0.24273854,0.21475269,0.18919224,0.001445049,0.0014034152,0.0,0.004997630137950182,1.174027,1.5898361,1.2505484,1.3781605,4.4023733,4.7278295,4.2509985,3.8727694
29,4,2,0,0.3060157746076584,2.452587127685547,2.7333356142044067,3.4578614046336833,1.8036262392997742,2.572406955361232,1.2378551,1.5875536,2.156379,3.052303,0.15738064,0.3436104,0.34860286,0.15040609,0.0037450204,0.014611721,0.002818108070641756,0.0,1.6949487,2.1446037,2.0934381,1.9926052,4.570946,6.515268,4.829689,4.1321964
30,3,6,0,0.44192231446504593,0.4817882776260376,7.188612222671509,1.0971730805489064,2.4468263387680054,2.2461635554639505,1.3696321,1.9046465,2.7685792,4.130425,0.49974012,0.1629817,0.14147264,0.19580553,0.004716035,0.0044530807,0.0003087421355303377,0.0012080249143764377,1.2666931,2.903778,2.026186,0.30703354,3.8561435,6.1627793,3.3366842,3.2328396
31,6,1,0,1.420106291770935,1.7518305778503418,1.4046917855739594,2.364930971293307,4.217758417129517,1.5551091554717338,1.8333334,3.6666667,7.3333335,14.666667,0.59756064,2.0487785e-07,2.0487785e-07,0.40243885,4.172583e-08,6.999092e-08,0.0006324609275907278,0.0026512756012380123,1.2650366,0.0,0.0,0.0,4.183436,0.0,0.0,0.0
32,0,4,0,1.3052785992622375,0.6093753725290298,4.387734532356262,2.1439366011647802,5.443931579589844,4.058600011060106,1.1100708,1.4354357,2.0040166,2.95837,0.48819223,0.19619058,0.1717431,0.14387421,0.0026399903,0.0067359116,0.0023044985719025135,0.014349427074193954,1.2766161,3.1777296,1.7335281,1.0653248,3.8687067,7.431528,3.5169373,2.478549
33,0,12,1,0.656582772731781,1.3409650027751923,2.5530372262001038,2.0544111383320267,1.3307114243507385,1.8049561895282653,1.1844743,1.5591522,2.1355278,3.0073502,0.8700995,0.061123237,0.038074978,0.030702254,0.0012373456,0.005409538,0.0017996326787397265,0.010410730727016926,1.2208836,1.8947873,0.73338413,1.0439892,4.8087378,5.305543,3.0609064,2.6396832
34,2,1,0,1.6123643517494202,2.242895245552063,4.540737569332123,1.3728351391609959,1.0430978834629059,2.5959625668892294,1.0387493,1.062192,1.0920542,1.1316721,0.12409909,0.38115343,0.4152481,0.07949942,0.014914912,0.0076450976,0.0,0.043426141142845154,0.940711,1.900837,1.6644115,1.6426306,4.2252407,5.08083,4.040597,3.6681814
35,0,3,0,0.7733262479305267,0.7566869258880615,0.42935389280319214,0.7670361606260265,0.7089596688747406,0.316803343257114,1.1694688,1.4368237,1.8349695,2.4058924,0.40472314,0.17696965,0.28652462,0.13178259,0.00025630207,0.001976401,0.0003955922438763082,0.009207548573613167,1.5940628,2.0235167,1.8172941,1.7789717,4.1681867,5.21742,2.9884205,2.9017
36,1,8,0,0.9481882452964783,0.35283274948596954,0.7422984093427658,0.8134842983100328,1.7738165259361267,0.6103318622246647,1.329373,1.8545884,2.6971245,4.020595,0.53407276,0.1938988,0.14750688,0.12452146,0.0005212536,0.0015460786,0.0,0.009975696913897991,1.3364539,1.3638334,0.6480837,0.7634649,4.007599,5.8060255,3.3132076,2.9081545
37,5,3,0,0.43657122552394867,0.6094676852226257,0.15226365625858307,5.336970185730291,4.83457612991333,0.8596788845300652,1.3554597,2.0776036,3.4149468,5.866087,0.5460075,0.1079105,0.11325082,0.23283114,0.0015784856,0.0011006752,0.0006064800545573235,0.00794251449406147,1.2026763,1.7560539,2.2171526,1.8157654,4.1652255,4.8509674,4.8502336,5.830923
38,4,4,0,0.8947268724441528,0.9484394490718842,2.9406866133213043,1.2024093499367297,1.6099257469177246,1.3779916371719463,1.0611563,1.4158964,2.0072496,2.9301279,0.38947037,0.23931435,0.16529307,0.20592208,0.009732593,0.0043998375,0.0014989961637184024,0.005602180492132902,1.304543,3.0430717,3.07341,1.7691174,4.019431,5.967687,4.1125975,2.8402138
39,4,7,0,1.6756911277770996,0.4130946397781372,0.35384684056043625,0.613461680618457,1.0563852190971375,0.7430891444488321,1.5236057,2.3038962,3.6404107,5.907505,0.555406,0.1119435,0.1316537,0.20099682,0.00043291086,0.0022311546,0.0009547618683427572,0.002884377958253026,1.455976,2.1789293,1.1755457,1.0605421,4.21328,5.615165,2.9872084,2.4775295
40,3,3,0,0.7943809926509857,1.9832322299480438,0.43654948472976685,0.5700017427537166,0.7392522692680359,0.4084513263217161,1.7131419,2.9181411,5.0617623,8.839058,0.6952931,0.12232721,0.03857361,0.14380613,0.00037724583,0.0006365023,0.00022316801187116653,6.64375547785312e-05,1.428659,2.0270662,1.1573238,1.3891354,3.9566932,4.638335,3.2310352,3.7447395
41,0,7,1,2.3739417791366577,0.634161464869976,0.8439373075962067,1.6085482111989293,1.1407588124275208,0.9120031718649502,1.0283624,1.2974242,1.6633075,2.1536727,0.91954654,0.05818059,0.01600183,0.0062710615,0.0010510271,0.0006621183,0.0008614282705821097,0.013770821504294872,1.2307911,1.7698946,0.4216051,1.1636829,4.959072,4.823448,3.5922718,3.8477526
42,6,2,0,0.11492040380835533,0.5480266064405441,0.12592807412147522,0.0,2.1788066029548645,0.9653093078539408,1.4690136,2.3824322,4.031035,6.957681,0.5934125,0.100950174,0.08920485,0.2164325,0.00051588105,0.0016863387,0.0028896923176944256,0.005406706593930721,1.5666947,1.843709,3.7865353,1.6008806,4.3427534,5.1310673,5.3075438,3.019886
43,4,6,0,0.4079972058534622,0.6474294066429138,0.4388744458556175,2.9975248241109504,1.131500244140625,1.2482124987088419,1.3073564,1.7783723,2.540474,3.7547886,0.42481896,0.16413498,0.18364623,0.22739981,0.000101973856,0.0023493548,0.004294731188565493,0.0038167168386280537,1.5549221,1.5457802,1.1828604,1.2015657,4.3787055,6.2365556,4.5321245,3.4240046
44,3,3,0,0.5645769238471985,2.8150213956832886,0.5556408762931824,0.645481268321898,0.8909735977649689,0.5318938217103242,1.5901202,2.7100084,4.6548605,8.023808,0.7707084,0.0132308155,0.040141944,0.17591876,0.00016475772,0.00052043924,0.0006434523966163397,0.00248106406070292,1.358727,1.9260197,1.8048744,1.6456604,4.1409383,4.63095,3.185402,3.4539309
45,3,6,0,1.3494665026664734,4.383716344833374,5.290540456771851,1.6038079677757688,3.8498035669326782,3.2428879721537514,1.0089082,1.2188827,1.5786867,2.1348093,0.3253273,0.5105062,0.050136145,0.114030436,0.0030020974,0.0021985956,0.0,0.0008244694327004254,0.98765326,1.3350744,1.4869795,2.2391272,4.0152884,4.9010267,4.3387403,2.6532736
46,2,2,0,0.4661303460597992,0.7511465847492218,0.7090932428836823,5.2580730503877,3.5991142988204956,0.7056562126876083,1.2521328,1.8088421,2.7699292,4.3836684,0.3915728,0.17467362,0.18198873,0.25176498,0.0004462434,0.00088638585,0.00044640174019150436,0.012782282195985317,1.1348352,1.3876886,0.5623884,1.0041046,4.6147065,5.0336943,4.485299,4.2657356
47,5,2,0,1.2924782037734985,1.2996072173118591,0.6549072861671448,5.0,1.8988656997680664,0.39449285281713314,1.5021964,2.598495,4.5894523,8.162229,0.5629444,0.057560753,0.05301104,0.32648376,0.00021196186,0.00024705965,0.0005884999991394579,0.007116612512618303,1.3680854,1.3279028,1.4967871,0.5266094,4.5634437,4.930878,4.0227575,4.2209044
48,3,9,0,0.20683234930038452,0.4737566411495209,0.38471078500151634,2.2902033226484066,1.1781004071235657,1.3266514014813446,1.253991,1.7966808,2.7342231,4.30671,0.5704301,0.14683619,0.11304222,0.16969134,0.00023905933,0.0015306836,0.0022576316259801388,0.004195257090032101,1.4383163,0.881423,1.075758,1.4010925,4.144956,4.292555,2.8512602,2.8703275
49,4,2,0,0.9038521945476532,2.0968000888824463,6.3164695501327515,6.596763990467215,1.6105300784111023,4.302500043465098,1.1248441,1.3617706,1.7500863,2.3575242,0.2794555,0.36909777,0.24699321,0.10445356,0.023772482,0.010913523,0.002818108070641756,0.03273378312587738,1.3095641,3.598545,2.5188446,2.0560598,4.0530057,5.667945,3.391365,2.6672096
50,5,1,0,2.1020577549934387,2.2812931537628174,3.1459683179855347,5.0,1.8859662115573883,1.736233224218923,1.0344268,1.12686,1.2965254,1.5999918,0.16962434,0.3597157,0.36254707,0.10811298,0.009664247,0.0076482,0.0,0.07376227527856827,1.3092761,2.5301113,2.054267,1.6335297,4.09361,5.018731,4.224351,3.49688
51,3,6,0,0.4418487697839737,0.5930509716272354,0.6498696804046631,1.8577597490391617,1.8411386609077454,0.7580934688318883,1.367724,1.909943,2.7702618,4.130883,0.55464876,0.10690649,0.17645667,0.1619881,0.00047081406,0.00050400663,0.0017909902380779386,0.0025966635439544916,1.2675138,1.8744516,2.1778908,1.9658184,3.9883647,3.744975,3.0017414,3.0063477
52,0,5,0,0.5699409246444702,0.7068359851837158,1.6584766805171967,0.5030078785335796,5.91770601272583,0.8523549219651494,1.3689609,2.0054367,3.005148,4.5431166,0.3876464,0.18287367,0.22507888,0.20440112,0.0012775345,0.002907501,0.001145725604146719,0.012155158445239067,1.7387557,2.3924913,1.0133305,2.5489922,4.4782844,5.7183547,4.7435894,2.6459227
53,2,3,0,0.7732400894165039,0.8711743354797363,1.0981626212596893,1.3443585272169216,2.560834050178528,0.29975048165040663,1.158644,1.3461809,1.6501223,2.1386845,0.3017609,0.31623408,0.2877883,0.09421673,0.004045103,0.0058443067,0.0,0.04289108142256737,1.0075483,0.21961689,1.821847,1.7156343,4.1942477,4.3847704,3.1943731,3.2718334
54,1,2,0,0.6087317913770676,0.9433984458446503,6.439108371734619,2.29719304598644,1.3860400319099426,2.464722084584214,1.0762305,1.400757,1.9721308,2.917877,0.27085403,0.46082824,0.14052881,0.12778893,0.04101058,0.010974655,0.0,0.001219423022121191,0.92224646,2.2254725,2.8593664,2.7431698,4.0268774,5.4817824,4.1871505,3.6381483
55,4,12,0,0.6382939219474792,0.4850497394800186,0.5579942315816879,1.0507066717688003,1.9456445574760437,0.4555409725801433,1.3430376,1.8721076,2.717272,4.049015,0.5718288,0.13156526,0.15684153,0.13976446,0.0018230571,0.0050989604,0.0006620985805056989,0.005189013201743364,1.2028451,2.1161823,1.5761566,1.9578724,3.8023763,5.55861,3.14508,2.5461636
56,6,4,0,0.6112011671066284,1.0816797018051147,3.816965937614441,1.3423483899946616,2.123749792575836,2.250186115670069,1.1777686,1.5169393,2.0213695,2.762026,0.5235486,0.18512075,0.20182624,0.0895044,0.0027113287,0.0040039,0.0041096024215221405,0.007114901673048735,1.5768476,3.4232311,1.7422104,1.234499,4.112212,7.105402,4.5584736,3.807125
57,3,1,0,2.3298345804214478,2.823444366455078,8.675179719924927,0.921703494702455,1.1680651903152466,2.9525971170621714,0.9031725,1.063634,1.3548651,1.8221835,0.26629567,0.2911423,0.27205995,0.17050202,0.009103334,0.005004633,0.0,0.0,1.5428843,2.3483534,2.0535717,1.8906851,3.9217777,4.5329437,4.1356044,3.4353805
58,2,1,0,1.730500876903534,0.4792667627334595,0.43879276514053345,0.7350320501560975,1.0425140261650085,0.8736859317318647,1.5811996,2.4316614,3.8476055,6.150772,0.30455953,0.2520391,0.21755518,0.2258462,0.0026925423,0.0020200354,0.0,0.003820487530902028,1.2463536,1.7461805,1.4786844,1.1464872,4.3887005,4.612174,4.185327,3.3737612
59,2,10,0,0.7065899670124054,0.46270428597927094,0.6737602353096008,0.41578403102025807,1.2753289937973022,0.39424033670756786,1.1088032,1.4634534,2.0866916,3.1302588,0.48695147,0.1695651,0.20651633,0.13696708,0.0006478165,0.00021812622,3.114647915936075e-05,0.015532584860920906,0.8776674,1.4490137,1.455926,0.98637104,4.061338,3.663813,3.6185193,3.7485437
60,0,3,0,0.11984462663531303,0.3581422194838524,2.9215845465660095,0.4600498558615578,3.236655592918396,1.6439821613570007,1.2547327,1.7353495,2.5700533,3.9737108,0.38731977,0.2317883,0.21450455,0.16638742,0.0071165496,0.0075382446,0.002815684536471963,0.008590544573962688,1.128859,2.4454002,1.9492016,2.5519028,3.7666883,5.9139686,3.987234,3.8530579
61,0,5,0,1.371367871761322,0.896134078502655,2.7826502323150635,0.12615650035461703,3.0077160596847534,2.830677672245323,1.120662,1.4300156,1.9456687,2.7735121,0.36478582,0.23111679,0.25151768,0.15257977,0.0011221233,0.008322906,0.0007134657353162766,0.013101558201014996,1.3592715,2.3163366,0.109648705,1.360198,3.8974466,7.325011,4.832904,1.88515
62,0,1,0,1.2585211098194122,0.6500086188316345,0.25540632009506226,4.05403917513067,0.7457455992698669,1.616956462485965,1.0412349,1.3481442,1.8816868,2.7466629,0.30017138,0.22325715,0.26202902,0.21454242,0.0003946009,0.0031478894,0.0032051391899585724,0.04007067158818245,1.6525893,1.9600687,1.660512,1.6206608,4.280537,4.007846,3.4700394,3.7006292
63,4,1,0,1.7607029676437378,1.098863571882248,0.7228257358074188,0.6011415589780371,0.927504688501358,0.531905265146922,1.4639157,2.4095864,4.157079,7.3476043,0.5096819,0.10480747,0.08262291,0.3028878,0.0032220448,0.0024382267,0.0005692828563041985,0.0036567081697285175,1.4632287,2.552125,1.9673262,1.9533739,4.158716,5.1790857,4.2639093,4.0190287
64,0,6,1,0.19755933433771133,0.8695429265499115,0.47636224143207073,0.2667028406447092,1.0512464046478271,0.5664629151937591,1.2877203,1.7199205,2.3299537,3.1906097,0.97398853,0.008645235,0.008731816,0.008634452,8.426092e-05,0.001261443,0.0004800757160410285,0.009470732882618904,1.2561712,1.7954063,1.1128731,1.0882654,4.935077,5.7905073,3.720903,3.2382936
65,0,10,0,1.3762916922569275,7.952045917510986,0.7413470447063446,0.7413658646979964,5.186866998672485,3.2431390799907787,1.0456418,1.4259028,2.0565999,3.049921,0.57993996,0.1387219,0.13119538,0.15014264,0.00020175336,0.0022574519,0.0003620979841798544,0.008147126995027065,1.428421,1.8702517,1.6585865,1.4977169,4.02388,4.609629,2.6550922,2.5063934
66,4,1,0,5.0374531745910645,2.811359703540802,0.8583795428276062,0.4267218326679185,6.294840335845947,3.0768470137553563,2.1666667,4.3333335,8.666667,17.333334,0.49999994,9.333329e-08,9.333329e-08,0.49999994,7.247127e-08,7.110224e-08,0.0007770691881887615,0.004115538205951452,1.6994686,0.0,0.0,0.0,4.5431495,0.0,0.0,0.0
67,5,3,0,0.6744890511035919,0.7496175169944763,0.5725098103284836,0.5206464866030148,1.4410766959190369,0.35810240643106805,1.2826971,2.1628752,3.7907312,6.7482905,0.56003034,0.08953512,0.09481611,0.25561836,0.00012905843,0.00071663316,0.0,0.005840526428073645,1.4977546,1.4812803,1.5613651,1.7894583,4.4358864,4.478175,4.186019,3.3606787
68,2,3,0,1.343142807483673,0.8112373948097229,0.718310534954071,0.4163459144428421,1.5666671991348267,0.44506927353977305,0.98782444,1.0755419,1.2293205,1.4564406,0.27765897,0.2857345,0.30731994,0.12928666,0.0036519049,0.0041106963,0.0,0.025454239919781685,1.0656595,1.3734636,1.7745647,1.914815,4.0393414,5.019776,3.547645,3.2821932
69,6,7,0,0.8099537491798401,2.1441672444343567,0.009710682556033134,0.6219431315551626,1.2446492910385132,0.9151494422893609,1.1811217,1.4087888,1.7488962,2.2438972,0.38061044,0.26855952,0.25562322,0.09520677,0.0003335082,0.0011754247,0.0023977411910891533,0.006658805534243584,1.2338543,1.3374596,1.3985205,1.865592,3.8620067,4.194882,3.5321102,2.6508694
70,5,2,0,0.4138853996992111,0.127426752820611,0.060459088534116745,0.1290871273645784,0.6744871437549591,0.9458078231879995,1.405592,2.0444841,3.044389,4.5683026,0.48474443,0.13363487,0.20714971,0.17447102,0.0018384501,0.0018038654,0.0,0.0068002245388925076,1.4507337,2.33842,1.4884291,1.0363951,4.2808228,5.117549,3.9704733,3.7555904
71,2,3,0,0.8191333115100861,2.3151315450668335,0.4396286606788635,5.051958927089652,3.9664831161499023,1.2260093039782949,1.3669333,1.8979555,2.648407,3.7073333,0.65339977,0.05512269,0.17722644,0.11425106,0.0009232159,0.004391593,0.0004243944422341883,0.016655052080750465,1.2026806,2.5848427,0.7329569,1.4015045,4.3762817,7.7960854,3.6988869,2.3943024
72,2,2,0,1.6400009393692017,2.2798153162002563,2.479769080877304,2.477008932104618,2.3428344130516052,1.52182742757692,0.98965377,1.0150447,1.0598634,1.1281309,0.103902794,0.4243174,0.4057355,0.066044256,0.008808217,0.0058040274,0.0,0.06417295336723328,1.0112181,0.23539162,1.8448792,1.7969122,4.1423936,4.6081266,3.5421867,3.4325876
